id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:tree canopy symptoms,field:optional - did the tree have heat damage,field:percent canopy affected (%),field:dieback percent,field:number of additional unhealthy trees (of same species) in area (within sight),field:percent of trees (of same species) within sight that are unhealthy,"field:other factors - are there signs or symptoms of insect, diseases, or other damage?",field:optional - what 'other factors' were observed?,field:optional - tree size,field:optional - site type,field:optional - site/location description,field:optional - site/area disturbance level,field:optional - site hydrology,field:optional - access to water,field:optional - slope position,field:optional - were there any other unhealthy plant species on the site?,field:optional - timing of symptoms estimate,field:optional - estimated time spent to make this observation (# of minutes),field:optional - can we follow up with you?,field:notes
76667766,2021-05-01 17:21:53,2021-05-01,2021-05-02 00:21:53 UTC,Pacific Time (US & Canada),2785976,alexis_mushroom,Alexis Evans,2021-05-02 19:54:56 UTC,2021-05-04 20:07:06 UTC,research,,https://www.inaturalist.org/observations/76667766,https://static.inaturalist.org/photos/125395921/medium.jpeg,,"",,1,0,false,2,"Forest Highlands, Portland, OR, USA",45.4554805556,-122.6745472222,,,,,,,open,false,gps,gps,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,No,Other (please describe in Notes),Medium (can wrap arms around trunk),Suburban,Inside a forest canopy,"Low - fairly natural, not much development",Upland or well drained,,Top of slope,No selection,No selection,60,No Selection,Lost some limbs in recent ice storm
76696107,2021-05-01 17:19:30,2021-05-01,2021-05-02 00:19:30 UTC,Pacific Time (US & Canada),2785976,alexis_mushroom,Alexis Evans,2021-05-02 21:10:47 UTC,2021-05-04 17:02:08 UTC,research,,https://www.inaturalist.org/observations/76696107,https://static.inaturalist.org/photos/125445923/medium.jpeg,,"",,1,0,false,2,"Collins View, Portland, OR 97219, USA",45.4555361111,-122.6752611111,,,,,,,open,false,gps,gps,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,No selection,Suburban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,40,No Selection,In a backyard
76700302,2021-05-01 16:27:13,2021-05-01,2021-05-01 23:27:13 UTC,Pacific Time (US & Canada),2785976,alexis_mushroom,Alexis Evans,2021-05-02 21:22:27 UTC,2021-05-03 05:55:52 UTC,research,,https://www.inaturalist.org/observations/76700302,https://static.inaturalist.org/photos/125463419/medium.jpeg,,"",,1,0,false,2,"5845 W a St, West Linn, OR 97068, USA",45.3810972222,-122.6280083333,,,,,,,open,false,gps,gps,,Clackamas,Oregon,United States,Oregon,Clackamas,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,,No Selection,""
76709504,Sun May 02 2021 14:44:20 GMT-0700 (PDT),2021-05-02,2021-05-02 21:44:20 UTC,Pacific Time (US & Canada),4118563,scannature,,2021-05-02 21:47:46 UTC,2021-05-03 05:55:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/76709504,https://inaturalist-open-data.s3.amazonaws.com/photos/125461587/medium.jpg,,"","",1,0,false,3,"Explore Washington Park, Portland, OR, US",45.5228880141,-122.7029508447,5,,,,5,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,No,No selection,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Area is flat (e.g. field),No,This is the first time I have seen this tree,10,No Selection,""
76722420,2021-05-02 15:11:34,2021-05-02,2021-05-02 15:11:34 UTC,UTC,4118578,naturecat1,,2021-05-02 22:23:16 UTC,2021-05-03 05:55:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/76722420,https://inaturalist-open-data.s3.amazonaws.com/photos/125482096/medium.jpeg,,"",,1,0,false,2,"Portland, OR 97205, USA",45.52352564,-122.70367434,10,,,,10,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,No selection,Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,,No Selection,""
76729758,2021-05-02 15:34:34,2021-05-02,2021-05-02 22:34:34 UTC,Pacific Time (US & Canada),4118578,naturecat1,,2021-05-02 22:42:19 UTC,2021-05-06 20:51:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/76729758,https://inaturalist-open-data.s3.amazonaws.com/photos/125492657/medium.jpeg,,"",,1,0,false,2,"Portland, OR 97205, USA",45.52336763,-122.70390359,15,,,,15,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,No,,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,,,,15,No Selection,
76733660,2021-05-01 16:11:19,2021-05-01,2021-05-01 23:11:19 UTC,Pacific Time (US & Canada),2785976,alexis_mushroom,Alexis Evans,2021-05-02 22:52:03 UTC,2021-05-06 21:55:26 UTC,research,,https://www.inaturalist.org/observations/76733660,https://static.inaturalist.org/photos/125498132/medium.jpeg,,"",,1,0,false,2,"5845 W a St, West Linn, OR 97068, USA",45.3816333333,-122.62775,,,,,,,open,false,gps,gps,,Clackamas,Oregon,United States,Oregon,Clackamas,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Large (too big to wrap arms around trunk),Suburban,Urban yard or open park grounds,"Medium (moderately used trails, etc)",No Selection,,No selection,No selection,No selection,60,No Selection,""
76754963,2021-05-02 16:45:58,2021-05-02,2021-05-02 23:45:58 UTC,Pacific Time (US & Canada),4118578,naturecat1,,2021-05-02 23:53:29 UTC,2021-05-03 00:49:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/76754963,https://inaturalist-open-data.s3.amazonaws.com/photos/125532947/medium.jpeg,,"",,1,0,false,2,"W Burnside & SW Osage, Portland, OR 97205, USA",45.52332255,-122.70148982,12,,,,12,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,,30-59% of the canopy is unhealthy,,2-3,,Not sure,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Middle of a slope,No selection,Not sure,15,No Selection,""
76771331,2021-05-01 15:55:15,2021-05-01,2021-05-01 22:55:15 UTC,Pacific Time (US & Canada),2785976,alexis_mushroom,Alexis Evans,2021-05-03 00:45:00 UTC,2021-05-03 04:15:32 UTC,research,,https://www.inaturalist.org/observations/76771331,https://static.inaturalist.org/photos/125567906/medium.jpeg,,"",,1,0,false,2,"5845 W a St, West Linn, OR 97068, USA",45.3824805556,-122.6253,,,,,,,open,false,gps,gps,,Clackamas,Oregon,United States,Oregon,Clackamas,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,60,No Selection,""
76838542,2021-05-01 14:06:45,2021-05-01,2021-05-01 21:06:45 UTC,Pacific Time (US & Canada),2785976,alexis_mushroom,Alexis Evans,2021-05-03 04:33:19 UTC,2021-05-03 05:48:13 UTC,research,,https://www.inaturalist.org/observations/76838542,https://static.inaturalist.org/photos/125671798/medium.jpeg,,"",,1,0,false,2,"5845 W a St, West Linn, OR 97068, USA",45.3813861111,-122.626075,,,,,,,open,false,gps,gps,,Clackamas,Oregon,United States,Oregon,Clackamas,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Small (can wrap hands around trunk),Suburban,Inside a forest canopy,"Medium (moderately used trails, etc)",No Selection,,No selection,Not sure,No selection,60,No Selection,Two very young trees
76844604,2021-05-01 13:57:21,2021-05-01,2021-05-01 20:57:21 UTC,Pacific Time (US & Canada),2785976,alexis_mushroom,Alexis Evans,2021-05-03 05:04:48 UTC,2021-05-03 05:47:33 UTC,research,,https://www.inaturalist.org/observations/76844604,https://static.inaturalist.org/photos/125682068/medium.jpeg,,"",,1,0,false,2,"5845 W a St, West Linn, OR 97068, USA",45.3803972222,-122.6263833333,,,,,,,open,false,gps,gps,,Clackamas,Oregon,United States,Oregon,Clackamas,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Small (can wrap hands around trunk),Urban,Urban yard or open park grounds,"Medium (moderately used trails, etc)",No Selection,,No selection,No selection,No selection,45,No Selection,""
76846077,2021-05-01 13:54:58,2021-05-01,2021-05-01 20:54:58 UTC,Pacific Time (US & Canada),2785976,alexis_mushroom,Alexis Evans,2021-05-03 05:13:26 UTC,2021-05-03 05:57:13 UTC,research,,https://www.inaturalist.org/observations/76846077,https://static.inaturalist.org/photos/125684804/medium.jpeg,,"",,1,0,false,2,"5845 W a St, West Linn, OR 97068, USA",45.3802222222,-122.6267277778,,,,,,,open,false,gps,gps,,Clackamas,Oregon,United States,Oregon,Clackamas,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Medium (moderately used trails, etc)",No Selection,,No selection,No selection,No selection,30,No Selection,""
77931046,Sat May 08 2021 10:52:15 GMT-0700 (PDT),2021-05-08,2021-05-08 17:52:15 UTC,Pacific Time (US & Canada),1762295,pdxmat,,2021-05-08 17:56:31 UTC,2021-05-11 04:32:46 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/77931046,https://inaturalist-open-data.s3.amazonaws.com/photos/127484256/medium.jpg,,"","",1,0,true,3,"Columbia Sewage Treatment Plant, Portland, OR, US",45.594787083,-122.7148089169,27,,,,27,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,No,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Medium (moderately used trails, etc)",Upland or well drained,,Area is flat (e.g. field),No,This is the first time I have seen this tree,5,Yes,""
78844909,Sat May 15 2021 08:39:22 GMT-0700 (PDT),2021-05-15,2021-05-15 15:39:22 UTC,Pacific Time (US & Canada),1762295,pdxmat,,2021-05-15 15:43:33 UTC,2022-04-03 03:01:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78844909,https://inaturalist-open-data.s3.amazonaws.com/photos/129080905/medium.jpg,,"","",1,0,false,3,"Cook Park, Tigard, OR, US",45.3949606798,-122.7738870969,5,,,,5,,open,false,,,,Washington,Oregon,United States,Oregon,Washington,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,No,No selection,Large (too big to wrap arms around trunk),Suburban,Urban yard or open park grounds,"Medium (moderately used trails, etc)",Upland or well drained,,Area is flat (e.g. field),Not sure,This is the first time I have seen this tree,10,Yes,""
79403269,Wed May 19 2021 08:26:56 GMT-0700 (PDT),2021-05-19,2021-05-19 15:26:56 UTC,Pacific Time (US & Canada),1762295,pdxmat,,2021-05-19 15:29:59 UTC,2021-05-27 20:17:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/79403269,https://inaturalist-open-data.s3.amazonaws.com/photos/130059238/medium.jpg,,"","",1,0,false,3,"Powell Butte Nature Park, Portland, OR, US",45.4887771064,-122.4955972023,4,,,,4,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,No,No selection,Medium (can wrap arms around trunk),Suburban,Forest edge,"Medium (moderately used trails, etc)",Upland or well drained,,Middle of a slope,No,This is the first time I have seen this tree,5,Yes,""
79734615,2021-05-21 17:41:28,2021-05-21,2021-05-22 00:41:28 UTC,Pacific Time (US & Canada),2785976,alexis_mushroom,Alexis Evans,2021-05-22 04:42:07 UTC,2021-05-22 04:42:58 UTC,casual,,https://www.inaturalist.org/observations/79734615,https://static.inaturalist.org/photos/130624072/medium.jpeg,,"",,0,0,true,2,"Sunnyside, OR, USA",45.4341972222,-122.5579833333,,,,,,,open,false,gps,gps,,Clackamas,Oregon,United States,Oregon,Clackamas,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,No,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,No selection,No selection,No selection,20,No Selection,"Thinner looking trees, but not unhealthy. By a strip mall."
79734782,2021-05-21 17:46:38,2021-05-21,2021-05-22 00:46:38 UTC,Pacific Time (US & Canada),2785976,alexis_mushroom,Alexis Evans,2021-05-22 04:46:10 UTC,2021-05-22 04:46:55 UTC,casual,,https://www.inaturalist.org/observations/79734782,https://static.inaturalist.org/photos/130624411/medium.jpeg,,"",,0,0,true,2,"Sunnyside, OR, USA",45.4341639126,-122.5578345358,12,,,,12,,open,false,gps,gps,,Clackamas,Oregon,United States,Oregon,Clackamas,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,No,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,No selection,No selection,No selection,20,No Selection,A row of trees behind a business office. Healthy but a bit thin.
79795380,Sat May 22 2021 08:43:30 GMT-0700 (PDT),2021-05-22,2021-05-22 15:43:30 UTC,Pacific Time (US & Canada),1762295,pdxmat,,2021-05-22 16:01:15 UTC,2022-04-03 01:53:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/79795380,https://inaturalist-open-data.s3.amazonaws.com/photos/130724363/medium.jpg,,"","",1,0,false,3,"Hoyt Arboretum, Portland, OR, US",45.51483,-122.7184133333,4,,,,4,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Low - fairly natural, not much development",Upland or well drained,,Middle of a slope,No,This is the first time I have seen this tree,10,Yes,""
79798662,Sat May 22 2021 09:18:10 GMT-0700 (PDT),2021-05-22,2021-05-22 16:18:10 UTC,Pacific Time (US & Canada),1762295,pdxmat,,2021-05-22 16:22:08 UTC,2022-04-03 01:53:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/79798662,https://inaturalist-open-data.s3.amazonaws.com/photos/130730177/medium.jpg,,"","",1,0,false,3,"Hoyt Arboretum, Portland, OR, US",45.5146951808,-122.7183352306,19,,,,19,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Low - fairly natural, not much development",Upland or well drained,,Middle of a slope,No,This is the first time I have seen this tree,10,Yes,""
79802035,Sat May 22 2021 09:38:20 GMT-0700 (PDT),2021-05-22,2021-05-22 16:38:20 UTC,Pacific Time (US & Canada),1762295,pdxmat,,2021-05-22 16:42:29 UTC,2022-04-03 01:52:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/79802035,https://inaturalist-open-data.s3.amazonaws.com/photos/130736187/medium.jpg,,"","",1,0,false,3,"Hoyt Arboretum, Portland, OR, US",45.5148046847,-122.7181148242,18,,,,18,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Low - fairly natural, not much development",Upland or well drained,,Middle of a slope,No,This is the first time I have seen this tree,10,Yes,""
79805855,Sat May 22 2021 10:03:56 GMT-0700 (PDT),2021-05-22,2021-05-22 17:03:56 UTC,Pacific Time (US & Canada),1762295,pdxmat,,2021-05-22 17:06:18 UTC,2021-05-25 05:43:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/79805855,https://inaturalist-open-data.s3.amazonaws.com/photos/130742075/medium.jpg,,"","",1,0,false,3,"Hoyt Arboretum, Portland, OR, US",45.5143433314,-122.7156651009,18,,,,18,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Medium (moderately used trails, etc)",Upland or well drained,,Summit of hill or mountain,No,This is the first time I have seen this tree,10,Yes,""
79809971,Sat May 22 2021 10:28:19 GMT-0700 (PDT),2021-05-22,2021-05-22 17:28:19 UTC,Pacific Time (US & Canada),1762295,pdxmat,,2021-05-22 17:31:25 UTC,2022-04-03 01:52:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/79809971,https://inaturalist-open-data.s3.amazonaws.com/photos/130748838/medium.jpg,,"","",1,0,false,3,"Hoyt Arboretum, Portland, OR, US",45.5135813552,-122.7194119562,19,,,,19,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Low - fairly natural, not much development",Upland or well drained,,Middle of a slope,No,This is the first time I have seen this tree,10,Yes,""
79812540,Sat May 22 2021 10:43:49 GMT-0700 (PDT),2021-05-22,2021-05-22 17:43:49 UTC,Pacific Time (US & Canada),1762295,pdxmat,,2021-05-22 17:47:18 UTC,2022-04-03 01:52:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/79812540,https://inaturalist-open-data.s3.amazonaws.com/photos/130753103/medium.jpg,,"","",1,0,false,3,"Hoyt Arboretum, Portland, OR, US",45.5136650787,-122.7195340483,19,,,,19,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Low - fairly natural, not much development",Upland or well drained,,Middle of a slope,No,This is the first time I have seen this tree,10,Yes,""
80436016,Wed May 26 2021 14:29:15 GMT-0700 (PDT),2021-05-26,2021-05-26 21:29:15 UTC,Pacific Time (US & Canada),589010,e1m2silva,Ellen Silva,2021-05-27 01:49:35 UTC,2022-10-06 20:05:29 UTC,research,,https://www.inaturalist.org/observations/80436016,https://inaturalist-open-data.s3.amazonaws.com/photos/131834835/medium.jpg,,"","",1,0,false,3,"Oxbow Regional Park, Gresham, OR, US",45.490249889,-122.2874362675,5,,,,5,,open,false,,,,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,No,No selection,No selection,Rural,Inside a forest canopy,"None - natural forest, far from development",Upland or well drained,,Top of slope,No,No selection,3,No Selection,"Many healthy cedars observed in Oxbow Regional Park, Gresham, OR. This one was at top of very high “slope” - really a shear drop off to Sandy River far below."
80653580,Fri May 28 2021 13:32:14 GMT-0700 (PDT),2021-05-28,2021-05-28 20:32:14 UTC,Pacific Time (US & Canada),4304734,lisapcarstens,,2021-05-28 20:39:55 UTC,2021-06-01 16:47:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/80653580,https://inaturalist-open-data.s3.amazonaws.com/photos/132206303/medium.jpg,,"","",1,0,false,3,"SW Bennington Dr, Portland, OR, US",45.5183492555,-122.7153005732,10,,,,10,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,2-3,,No,No selection,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Low - fairly natural, not much development",Upland or well drained,,Middle of a slope,Not sure,This is the first time I have seen this tree,40,Yes,""
80654989,Fri May 28 2021 13:47:59 GMT-0700 (PDT),2021-05-28,2021-05-28 20:47:59 UTC,Pacific Time (US & Canada),4304734,lisapcarstens,,2021-05-28 20:52:18 UTC,2021-06-01 16:47:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/80654989,https://inaturalist-open-data.s3.amazonaws.com/photos/132209890/medium.jpg,,"","",1,0,false,3,"Hoyt Arboretum, Portland, OR, US",45.5174792139,-122.7150939592,10,,,,10,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,No,No selection,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Medium (moderately used trails, etc)",Upland or well drained,,Middle of a slope,No,This is the first time I have seen this tree,15,Yes,""
80755067,Sat May 29 2021 10:01:00 GMT-0700 (PDT),2021-05-29,2021-05-29 17:01:00 UTC,Pacific Time (US & Canada),1762295,pdxmat,,2021-05-29 17:01:52 UTC,2022-03-28 05:34:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/80755067,https://inaturalist-open-data.s3.amazonaws.com/photos/132383930/medium.jpg,,"","",1,0,false,3,"Hoyt Arboretum, Portland, OR, US",45.5144452132,-122.7186296986,19,,,,19,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",,0,0,Not sure,No selection,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Medium (moderately used trails, etc)",Upland or well drained,,Top of slope,No,This is the first time I have seen this tree,10,Yes,""
81481815,2021-06-02 20:40:03,2021-06-02,2021-06-03 03:40:03 UTC,Pacific Time (US & Canada),2785976,alexis_mushroom,Alexis Evans,2021-06-03 20:56:10 UTC,2021-06-03 20:56:50 UTC,casual,,https://www.inaturalist.org/observations/81481815,https://static.inaturalist.org/photos/133653534/medium.jpeg,,"",,0,0,true,2,"Rock Creek, West Union, OR, USA",45.5628666667,-122.8961888889,,,,,,,open,false,gps,gps,,Washington,Oregon,United States,Oregon,Washington,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,,"Healthy, no dieback(0%)",,4-6,,Not sure,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,This is the first time I have seen this tree,10,No Selection,Row of redcedar in neighborhood. only a few looked unhealthy
81482516,2021-06-02 20:21:07,2021-06-02,2021-06-03 03:21:07 UTC,Pacific Time (US & Canada),2785976,alexis_mushroom,Alexis Evans,2021-06-03 21:02:02 UTC,2021-06-04 08:08:19 UTC,research,,https://www.inaturalist.org/observations/81482516,https://static.inaturalist.org/photos/133654735/medium.jpeg,,"",,1,0,false,2,"Cooper Mountain - Aloha North, Beaverton, OR, USA",45.4983722222,-122.8394138889,,,,,,,open,false,gps,gps,,Washington,Oregon,United States,Oregon,Washington,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),,30-59% of the canopy is unhealthy,,2-3,,Not sure,No selection,Medium (can wrap arms around trunk),Suburban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,This is the first time I have seen this tree,50,No Selection,At beginning of the park
81487639,2021-06-02 20:07:07,2021-06-02,2021-06-03 03:07:07 UTC,Pacific Time (US & Canada),2785976,alexis_mushroom,Alexis Evans,2021-06-03 21:45:34 UTC,2021-06-08 00:05:15 UTC,needs_id,,https://www.inaturalist.org/observations/81487639,https://static.inaturalist.org/photos/133663664/medium.jpeg,,"",,0,0,false,2,"Cooper Mountain - Aloha North, Beaverton, OR, USA",45.4997694444,-122.8448972222,,,,,,,open,false,gps,gps,,Washington,Oregon,United States,Oregon,Washington,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Tree is dead,,tree is dead,,More than 10,,Not sure,Multiple factors (please describe in Notes),Medium (can wrap arms around trunk),Suburban,Inside a forest canopy,"Medium (moderately used trails, etc)","Wetland, lots of water",,Floodplain or valley bottom,No selection,Symptoms first observed in 2021,40,No Selection,"Multiple dead trees in the park, by the wetlands. Sapsucker holes in the trunks."
81910497,Sun Jun 06 2021 11:57:22 GMT-0700 (PDT),2021-06-06,2021-06-06 18:57:22 UTC,Pacific Time (US & Canada),4118563,scannature,,2021-06-06 19:06:16 UTC,2021-06-10 07:51:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/81910497,https://inaturalist-open-data.s3.amazonaws.com/photos/134384141/medium.jpg,,"","",1,0,false,3,"Washington Park, Portland, OR, US",45.5102233887,-122.716386357,65,,,,65,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,Not sure,,Not sure,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Middle of a slope,No,This is the first time I have seen this tree,15,No Selection,""
82096280,2021-06-02 20:04:49,2021-06-02,2021-06-03 03:04:49 UTC,Pacific Time (US & Canada),2785976,alexis_mushroom,Alexis Evans,2021-06-08 00:05:23 UTC,2022-03-28 04:28:03 UTC,research,,https://www.inaturalist.org/observations/82096280,https://static.inaturalist.org/photos/134712369/medium.jpeg,,"",,1,0,false,2,"Cooper Mountain - Aloha North, Beaverton, OR, USA",45.5000583333,-122.8452,,,,,,,open,false,gps,gps,,Washington,Oregon,United States,Oregon,Washington,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,No,Other (please describe in Notes),Medium (can wrap arms around trunk),Suburban,Forest edge,"Medium (moderately used trails, etc)","Wetland, lots of water",,No selection,No selection,No selection,45,No Selection,Tree grew bent. Years of people walking and sitting on trunk has made it completely smooth.
