id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:tree canopy symptoms,field:optional - did the tree have heat damage,field:percent canopy affected (%),field:dieback percent,field:number of additional unhealthy trees (of same species) in area (within sight),field:percent of trees (of same species) within sight that are unhealthy,"field:other factors - are there signs or symptoms of insect, diseases, or other damage?",field:optional - what 'other factors' were observed?,field:optional - tree size,field:optional - site type,field:optional - site/location description,field:optional - site/area disturbance level,field:optional - site hydrology,field:optional - access to water,field:optional - slope position,field:optional - were there any other unhealthy plant species on the site?,field:optional - timing of symptoms estimate,field:optional - estimated time spent to make this observation (# of minutes),field:optional - can we follow up with you?,field:notes
78627899,Thu May 13 2021 14:32:19 GMT-0700 (PDT),2021-05-13,2021-05-13 21:32:19 UTC,Pacific Time (US & Canada),3275925,margmacd,Margaret Read Read MacDonald,2021-05-13 21:32:45 UTC,2021-12-10 21:48:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78627899,https://inaturalist-open-data.s3.amazonaws.com/photos/128700547/medium.jpg,,"","",1,0,false,3,"9th Pl S, Des Moines, WA, US",47.3818710074,-122.3213637808,10,,,,10,,open,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,"",No Selection,""
78628293,Thu May 13 2021 14:35:30 GMT-0700 (PDT),2021-05-13,2021-05-13 21:35:30 UTC,Pacific Time (US & Canada),3275925,margmacd,Margaret Read Read MacDonald,2021-05-13 21:36:23 UTC,2021-12-10 21:47:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78628293,https://inaturalist-open-data.s3.amazonaws.com/photos/128702471/medium.jpg,,"","",1,0,false,3,"9th Pl S, Des Moines, WA, US",47.3818702531,-122.321416922,10,,,,10,,open,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,"",No Selection,""
78628463,Thu May 13 2021 14:37:19 GMT-0700 (PDT),2021-05-13,2021-05-13 21:37:19 UTC,Pacific Time (US & Canada),3275925,margmacd,Margaret Read Read MacDonald,2021-05-13 21:38:15 UTC,2021-12-10 21:47:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78628463,https://inaturalist-open-data.s3.amazonaws.com/photos/128701903/medium.jpg,,"","",1,0,false,3,"9th Pl S, Des Moines, WA, US",47.3818681995,-122.3213486095,10,,,,10,,open,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,"",No Selection,""
78629139,Thu May 13 2021 14:38:58 GMT-0700 (PDT),2021-05-13,2021-05-13 21:38:58 UTC,Pacific Time (US & Canada),3275925,margmacd,Margaret Read Read MacDonald,2021-05-13 21:42:59 UTC,2021-12-10 21:47:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78629139,https://inaturalist-open-data.s3.amazonaws.com/photos/128702822/medium.jpg,,"","",1,0,false,3,"9th Pl S, Des Moines, WA, US",47.3818644695,-122.3213473522,10,,,,10,,open,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,No selection,Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,"",No Selection,""
78629438,Thu May 13 2021 14:41:56 GMT-0700 (PDT),2021-05-13,2021-05-13 21:41:56 UTC,Pacific Time (US & Canada),3275925,margmacd,Margaret Read Read MacDonald,2021-05-13 21:44:58 UTC,2021-12-10 21:47:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78629438,https://inaturalist-open-data.s3.amazonaws.com/photos/128703243/medium.jpg,,"","",1,0,false,3,"9th Pl S, Des Moines, WA, US",47.381819333,-122.3213439157,5,,,,5,,open,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Small (can wrap hands around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,"",No Selection,""
78629611,Thu May 13 2021 14:44:36 GMT-0700 (PDT),2021-05-13,2021-05-13 21:44:36 UTC,Pacific Time (US & Canada),3275925,margmacd,Margaret Read Read MacDonald,2021-05-13 21:46:22 UTC,2021-12-10 21:47:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78629611,https://inaturalist-open-data.s3.amazonaws.com/photos/128703539/medium.jpg,,"","",1,0,false,3,"9th Pl S, Des Moines, WA, US",47.3818266672,-122.3213388027,10,,,,10,,open,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,"",No Selection,""
78629848,Thu May 13 2021 14:46:27 GMT-0700 (PDT),2021-05-13,2021-05-13 21:46:27 UTC,Pacific Time (US & Canada),3275925,margmacd,Margaret Read Read MacDonald,2021-05-13 21:48:51 UTC,2021-12-10 21:47:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78629848,https://inaturalist-open-data.s3.amazonaws.com/photos/128703953/medium.jpg,,"","",1,0,false,3,"9th Pl S, Des Moines, WA, US",47.3818492564,-122.3213621044,5,,,,5,,open,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Other (please describe in Notes),,60-99% of the canopy is unhealthy,,0,,Not sure,No selection,No selection,Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,"",No Selection,""
78632126,Thu May 13 2021 15:07:12 GMT-0700 (PDT),2021-05-13,2021-05-13 22:07:12 UTC,Pacific Time (US & Canada),3275925,margmacd,Margaret Read Read MacDonald,2021-05-13 22:07:57 UTC,2021-12-10 21:47:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78632126,https://inaturalist-open-data.s3.amazonaws.com/photos/128707243/medium.jpg,,"","",1,0,false,3,"S 245th Pl, Des Moines, WA, US",47.3818456941,-122.3212929537,5,,,,5,,open,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,"",No Selection,""
78632275,Thu May 13 2021 15:08:17 GMT-0700 (PDT),2021-05-13,2021-05-13 22:08:17 UTC,Pacific Time (US & Canada),3275925,margmacd,Margaret Read Read MacDonald,2021-05-13 22:09:32 UTC,2021-12-10 21:47:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78632275,https://inaturalist-open-data.s3.amazonaws.com/photos/128707509/medium.jpg,,"","",1,0,false,3,"9th Pl S, Des Moines, WA, US",47.3819081393,-122.3212785368,5,,,,5,,open,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,"Yes (please elaborate in Notes, add Picture if possible)",No selection,No selection,Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,"",No Selection,""
78632335,Thu May 13 2021 15:09:44 GMT-0700 (PDT),2021-05-13,2021-05-13 22:09:44 UTC,Pacific Time (US & Canada),3275925,margmacd,Margaret Read Read MacDonald,2021-05-13 22:10:15 UTC,2021-12-10 21:47:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78632335,https://inaturalist-open-data.s3.amazonaws.com/photos/128707634/medium.jpg,,"","",1,0,false,3,"S 245th Pl, Des Moines, WA, US",47.3819007632,-122.3212536426,5,,,,5,,open,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,2-3,,"Yes (please elaborate in Notes, add Picture if possible)",No selection,No selection,Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,"",No Selection,""
78632829,Thu May 13 2021 15:15:00 GMT-0700 (PDT),2021-05-13,2021-05-13 22:15:00 UTC,Pacific Time (US & Canada),3275925,margmacd,Margaret Read Read MacDonald,2021-05-13 22:15:41 UTC,2023-01-11 20:41:42 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/78632829,https://inaturalist-open-data.s3.amazonaws.com/photos/128708644/medium.jpg,,"","",3,0,false,3,"9th Pl S, Des Moines, WA, US",47.3819246516,-122.3217543774,5,,,,5,,open,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,"Cypresses, Cedars, Junipers, and Allies",Cupressoideae,"Cypresses, Cedars, Junipers, and Allies",Plantae,1150915,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,"",No Selection,""
78632926,Thu May 13 2021 15:15:53 GMT-0700 (PDT),2021-05-13,2021-05-13 22:15:53 UTC,Pacific Time (US & Canada),3275925,margmacd,Margaret Read Read MacDonald,2021-05-13 22:17:02 UTC,2021-12-10 21:47:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78632926,https://inaturalist-open-data.s3.amazonaws.com/photos/128708777/medium.jpg,,"","",1,0,false,3,"9th Pl S, Des Moines, WA, US",47.3819043674,-122.3217081932,5,,,,5,,open,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,"",No Selection,""
78633395,Thu May 13 2021 15:21:45 GMT-0700 (PDT),2021-05-13,2021-05-13 22:21:45 UTC,Pacific Time (US & Canada),3275925,margmacd,Margaret Read Read MacDonald,2021-05-13 22:22:27 UTC,2021-12-10 21:47:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78633395,https://inaturalist-open-data.s3.amazonaws.com/photos/128709596/medium.jpg,,"","",1,0,false,3,"9th Pl S, Des Moines, WA, US",47.3819080554,-122.3217864801,5,,,,5,,open,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Very Large (would take many people to wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,"",No Selection,""
78633614,Thu May 13 2021 15:24:34 GMT-0700 (PDT),2021-05-13,2021-05-13 22:24:34 UTC,Pacific Time (US & Canada),3275925,margmacd,Margaret Read Read MacDonald,2021-05-13 22:24:59 UTC,2021-12-10 21:47:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78633614,https://inaturalist-open-data.s3.amazonaws.com/photos/128710054/medium.jpg,,"","",1,0,false,3,"9th Pl S, Des Moines, WA, US",47.3819236877,-122.3217979633,5,,,,5,,open,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Small (can wrap hands around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,"",No Selection,""
78633693,Thu May 13 2021 15:25:14 GMT-0700 (PDT),2021-05-13,2021-05-13 22:25:14 UTC,Pacific Time (US & Canada),3275925,margmacd,Margaret Read Read MacDonald,2021-05-13 22:25:52 UTC,2021-12-10 21:49:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78633693,https://inaturalist-open-data.s3.amazonaws.com/photos/128710197/medium.jpg,,"","",1,0,false,3,"9th Pl S, Des Moines, WA, US",47.3818822811,-122.3219274637,5,,,,5,,open,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,"",No Selection,""
78634103,Thu May 13 2021 15:28:53 GMT-0700 (PDT),2021-05-13,2021-05-13 22:28:53 UTC,Pacific Time (US & Canada),3275925,margmacd,Margaret Read Read MacDonald,2021-05-13 22:29:23 UTC,2021-12-10 21:49:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78634103,https://inaturalist-open-data.s3.amazonaws.com/photos/128710844/medium.jpg,,"","",1,0,false,3,"9th Pl S, Des Moines, WA, US",47.3818918784,-122.3219549564,5,,,,5,,open,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,"",No Selection,""
78780019,Fri May 14 2021 18:14:03 GMT-0700 (PDT),2021-05-14,2021-05-15 01:14:03 UTC,Pacific Time (US & Canada),3898930,michael_james_burkhow,Michael James Burkhow,2021-05-15 01:47:15 UTC,2021-12-10 21:49:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78780019,https://inaturalist-open-data.s3.amazonaws.com/photos/128968833/medium.jpg,,"",Topped for power lines thriving in a very narrow median,1,0,false,3,"Summit Ave E, Seattle, WA, US",47.6261633333,-122.325425,41,,,,41,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,"Yes (please elaborate in Notes, add Picture if possible)",Mechanical damage or fire scars,Medium (can wrap arms around trunk),Urban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Middle of a slope,No,No selection,"",Yes,""
78781760,Fri May 14 2021 18:04:45 GMT-0700 (PDT),2021-05-14,2021-05-15 01:04:45 UTC,Pacific Time (US & Canada),3898930,michael_james_burkhow,Michael James Burkhow,2021-05-15 02:06:42 UTC,2021-05-15 15:25:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78781760,https://inaturalist-open-data.s3.amazonaws.com/photos/128972258/medium.jpg,,"",Thriving on a hillside above I-5.,1,0,false,3,"Lakeview Blvd E, Seattle, WA, US",47.63093,-122.3245783333,27,,,,27,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,No,Invasive plants present or growing on tree,Large (too big to wrap arms around trunk),Urban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Middle of a slope,No,No selection,"",Yes,Very exposed location
79241066,,,,UTC,443285,ellen34,Ellen Arnstein,2021-05-18 05:12:20 UTC,2021-05-19 03:24:21 UTC,casual,,https://www.inaturalist.org/observations/79241066,https://static.inaturalist.org/photos/129776198/medium.jpeg,,"",,1,0,false,2,"Bellevue, WA 98006, USA",47.541343307,-122.1400124207,181,,,,181,,open,false,gps,gps,Bellevue City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,No,No selection,Medium (can wrap arms around trunk),Suburban,Inside a forest canopy,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","Wetland, lots of water",,Riverbank,No selection,No selection,,No Selection,""
79312199,Mon May 17 2021 17:15:55 GMT-0700 (PDT),2021-05-17,2021-05-18 00:15:55 UTC,Pacific Time (US & Canada),3898930,michael_james_burkhow,Michael James Burkhow,2021-05-18 19:50:26 UTC,2021-05-19 03:49:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/79312199,https://inaturalist-open-data.s3.amazonaws.com/photos/129897648/medium.jpg,,"",Along trail near a small (probably seasonal) stream. Crown a bit thin but also noted new growth in the crown.,1,0,false,3,"461st Ave SE, North Bend, WA, US",47.4908116667,-121.7264716667,54,,,,54,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,,"Healthy, no dieback(0%)",,4-6,,No,No selection,Large (too big to wrap arms around trunk),Rural,Urban yard or open park grounds,"Medium (moderately used trails, etc)",Seasonally flooded area,,Area is flat (e.g. field),Yes (please identify other species in notes),No selection,"",Yes,Noted some unhealthy Sitka Spruce in the area.  Area in marginal for that species.
79313397,Mon May 17 2021 15:39:55 GMT-0700 (PDT),2021-05-17,2021-05-17 22:39:55 UTC,Pacific Time (US & Canada),3898930,michael_james_burkhow,Michael James Burkhow,2021-05-18 20:01:56 UTC,2021-05-18 20:23:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/79313397,https://inaturalist-open-data.s3.amazonaws.com/photos/129899727/medium.jpg,,"",At 3800 feet. I think towards the high end of their elevation range.,1,0,false,3,"Mount Si Trail, North Bend, WA, US",47.5042716667,-121.7404333333,7,,,,7,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Small (can wrap hands around trunk),Rural,Inside a forest canopy,"Medium (moderately used trails, etc)",Upland or well drained,,Top of slope,No,No selection,"",No Selection,See through due to being inside forest canopy.  No die back
79314214,Mon May 17 2021 16:30:11 GMT-0700 (PDT),2021-05-17,2021-05-17 23:30:11 UTC,Pacific Time (US & Canada),3898930,michael_james_burkhow,Michael James Burkhow,2021-05-18 20:09:03 UTC,2021-05-18 20:23:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/79314214,https://inaturalist-open-data.s3.amazonaws.com/photos/129901034/medium.jpg,,"","This is a super interesting tree! Fire burned through in 1910 but left a pocket of a few old growth trees, mostly Douglas Fir. This appears to be the only red-cedar to survive. It does have burn scarring as the above photos show but it is a true surviver! ",1,0,false,3,"Mount Si Trail, North Bend, WA, US",47.4965833333,-121.7326666667,21,,,,21,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),,1-29% of the canopy is unhealthy,,0,,"Yes (please elaborate in Notes, add Picture if possible)",Mechanical damage or fire scars,Very Large (would take many people to wrap arms around trunk),Rural,Inside a forest canopy,"None - natural forest, far from development",Other,,Area is flat (e.g. field),No selection,No selection,"",No Selection,Perhaps seasonally wet but no skunk cabbage in the area which is kinda what I use to estimate if it is a wetland area
80068595,Sun May 23 2021 16:28:55 GMT-0700 (PDT),2021-05-23,2021-05-23 23:28:55 UTC,Pacific Time (US & Canada),3898930,michael_james_burkhow,Michael James Burkhow,2021-05-24 05:31:46 UTC,2021-05-24 06:12:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/80068595,https://inaturalist-open-data.s3.amazonaws.com/photos/131199924/medium.jpg,,"","",1,0,false,3,"North Bend, WA, US",47.4594416667,-121.6123883333,8,,,,8,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Medium (can wrap arms around trunk),Rural,Urban yard or open park grounds,"Low - fairly natural, not much development",Other,,No selection,No selection,No selection,"",No Selection,Streamside
80068716,Sun May 23 2021 14:09:30 GMT-0700 (PDT),2021-05-23,2021-05-23 21:09:30 UTC,Pacific Time (US & Canada),3898930,michael_james_burkhow,Michael James Burkhow,2021-05-24 05:34:43 UTC,2021-05-24 06:12:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/80068716,https://inaturalist-open-data.s3.amazonaws.com/photos/131200240/medium.jpg,,"","",1,0,false,3,"North Bend, WA, US",47.4754116667,-121.6247633333,53,,,,53,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Medium (can wrap arms around trunk),Rural,Inside a forest canopy,"None - natural forest, far from development",Upland or well drained,,No selection,No selection,No selection,"",No Selection,""
80069068,Sun May 23 2021 12:52:58 GMT-0700 (PDT),2021-05-23,2021-05-23 19:52:58 UTC,Pacific Time (US & Canada),3898930,michael_james_burkhow,Michael James Burkhow,2021-05-24 05:40:38 UTC,2021-12-10 21:49:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/80069068,https://inaturalist-open-data.s3.amazonaws.com/photos/131200962/medium.jpg,,"","",1,0,false,3,"North Bend, WA, US",47.4897883333,-121.638145,13,,,,13,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Very Large (would take many people to wrap arms around trunk),Rural,Inside a forest canopy,"None - natural forest, far from development",Upland or well drained,,Middle of a slope,No selection,No selection,"",No Selection,""
80256420,Tue May 25 2021 09:57:24 GMT-0700 (PDT),2021-05-25,2021-05-25 16:57:24 UTC,Pacific Time (US & Canada),4183753,jenn_o,,2021-05-25 17:01:12 UTC,2021-12-10 21:50:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/80256420,https://inaturalist-open-data.s3.amazonaws.com/photos/131525620/medium.jpg,,"","",1,0,false,3,"East Auburn, Auburn, WA, US",47.3090906037,-122.1802914596,9,,,,9,,open,false,,,Auburn City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,,30-59% of the canopy is unhealthy,,4-6,,No,No selection,Large (too big to wrap arms around trunk),Other,Inside a forest canopy,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Top of slope,Yes (please identify other species in notes),Not sure,5,No Selection,Surrounded by Himalayan blackberry
80356718,2021-05-25 13:51:56,2021-05-25,2021-05-25 13:51:56 UTC,UTC,4470143,james_little1,James Little,2021-05-26 13:17:26 UTC,2021-12-10 21:50:38 UTC,research,,https://www.inaturalist.org/observations/80356718,https://static.inaturalist.org/photos/131697927/medium.jpeg,,"",,1,0,false,2,"Latona Ave NE & NE 54th St, Seattle, WA 98105, USA",47.6678019444,-122.3259425,,,,,,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,No selection,Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,,No Selection,""
80366005,Mon May 24 2021 14:18:55 GMT-0700 (PDT),2021-05-24,2021-05-24 21:18:55 UTC,Pacific Time (US & Canada),3898930,michael_james_burkhow,Michael James Burkhow,2021-05-26 14:39:26 UTC,2021-05-26 15:11:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/80366005,https://inaturalist-open-data.s3.amazonaws.com/photos/131712981/medium.jpg,,"",Several declining in the same general area. Just over the fence-line in the golf course.,1,0,false,3,"Washington Park Arboretum, Seattle, WA, US",47.6339383333,-122.2941666667,69,,,,69,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,,1-29% of the canopy is unhealthy,,4-6,,No,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Area is flat (e.g. field),No,This is the first time I have seen this tree,"",Yes,""
80366709,Mon May 24 2021 13:32:36 GMT-0700 (PDT),2021-05-24,2021-05-24 20:32:36 UTC,Pacific Time (US & Canada),3898930,michael_james_burkhow,Michael James Burkhow,2021-05-26 14:47:17 UTC,2021-06-10 07:49:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/80366709,https://inaturalist-open-data.s3.amazonaws.com/photos/131714496/medium.jpg,,"","Along small ditch or stream, likely seasonal. Horsetails growing at base.",1,0,false,3,"Washington Park Arboretum, Seattle, WA, US",47.6282466667,-122.29403,21,,,,21,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Multiple Symptoms (please list in Notes),,60-99% of the canopy is unhealthy,,4-6,,No,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Seasonally flooded area,,Other (please describe in Notes),No,This is the first time I have seen this tree,10,Yes,A line of unhealthy cedars next to this small stream/drainage ditch thing.
80647843,2021-05-28 12:46:35,2021-05-28,2021-05-28 19:46:35 UTC,Pacific Time (US & Canada),4470143,james_little1,James Little,2021-05-28 19:48:24 UTC,2023-01-11 19:18:26 UTC,casual,,https://www.inaturalist.org/observations/80647843,https://static.inaturalist.org/photos/132195695/medium.jpeg,,"",,1,0,true,2,"E Roanoke St & Broadway E, Seattle, WA 98102, USA",47.64359717,-122.32025392,8,,,,8,,open,false,,,,King,Washington,United States,Washington,King,Lawson's cypress,Chamaecyparis lawsoniana,Lawson's cypress,Plantae,76237,Healthy,,"Healthy, no dieback(0%)",,0,,No,,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,Not Sure,Upland or well drained,,,No,,5,Yes,
